dis_price,discount_percent,main_category_name,ori_price,ranking,sub_category_name,title
26500,0,ALL,26500,1,ALL,[풀무원]풀무원 얇은피만두 6종 8봉 노엣지피자 5판 골라담기
21500,0,ALL,21500,2,ALL,[서울우유]서울멸균우유 1000ml x 10팩
33810,8,ALL,33810,3,ALL,[깨끗한나라]깨끗한나라 벚꽃 프리미엄 화장지 (총90롤) 27mx30롤
36900,0,ALL,36900,4,ALL,CJ제일제당  햇반 백미 210g 36개
16900,50,ALL,16900,5,ALL,[누리원]방울토마토 대추방울토마토 5kg (중소과/정품)
32900,50,ALL,32900,6,ALL,루솔 진한 배도라지즙 40포 선물세트 :진한배즙(40)
17900,3,ALL,17900,7,ALL,[코카콜라]코크제로355ml캔 24입
10500,50,ALL,10500,8,ALL,자연 모짜렐라 슈레드치즈 1kg  /피자치즈/대용량
13900,50,ALL,13900,9,ALL,[Gfresh]춘천 식 숯불 닭갈비 750g  x 2봉
49690,8,ALL,49690,10,ALL,아에르 KF94 스탠다드핏 마스크 50매
33900,0,ALL,33900,11,ALL,[맥스드라이]하기스 맥스드라이팬티 6단계 공용 26PX2팩
30900,0,ALL,30900,12,ALL,[다향오리]다향오리 훈제슬라이스 200gx10팩
24500,0,ALL,24500,13,ALL,[추억의국민학교떡볶이] 떡볶이 6종 골라담기 (5팩구성)
26660,1,ALL,26660,14,ALL,[위드맘]스마일배송 무항생제원유 위드맘 1단계 750g 1캔
8500,50,ALL,8500,15,ALL,제주산 콜라비 5kg 싱싱해 아삭해 달콤해
100670,15,ALL,100670,16,ALL,[종근당]종근당건강 락토핏 생유산균 코어 6통
16900,52,ALL,16900,17,ALL,[릴리유]릴리유 퓨어퍼플 물티슈 캡72매X10팩(1BOX)
13900,44,ALL,13900,18,ALL,[Gfresh]호떡쌀 군만두 1.2kg+1.2kg 총2.4kg 화제의 그 만두
33900,0,ALL,33900,19,ALL,[맥스드라이]하기스 맥스드라이팬티 5단계 공용 31PX2팩
11900,69,ALL,11900,20,ALL,[젤리스푼]아동복/여아의류/레깅스/자켓/점퍼/여아옷/상하복
13900,50,ALL,13900,21,ALL,[스파클]스파클생수 2L 30병
8500,50,ALL,8500,22,ALL,햇 호두800g(400g+400g) 견과류 20년산
10400,45,ALL,10400,23,ALL,[Gfresh]군산맛집 산북동 엄마손칼국수  7인분(바지락 미포함)
21620,8,ALL,21620,24,ALL,갤러리아  꿀고구마 베니하루카 5kg (특상품)
30900,29,ALL,30900,25,ALL,[에시앙]모데즈 유모차라이너 (디자인선택)
10900,50,ALL,10900,26,ALL,쫀떡쫀떡 쑥개 떡  1.8kg(60gX30개)_벌크포장
16900,32,ALL,16900,27,ALL,[Gfresh]청주맛집 마을회관  정통수제 양념돼지갈비 1kg
8900,33,ALL,8900,28,ALL,여수사나이 총각김치/김치/국내산 1.5kg/당일생산
95000,5,ALL,95000,29,ALL,[구글플레이](카드가능) 기프트코드 10만원 / 구글 기프트카드
5900,69,ALL,5900,30,ALL,[르헤브]네온 피그먼트 메밀베개/건강베개/목베개
25900,50,ALL,25900,31,ALL,제주 한라봉 5kg 내외(26과내외)/쿠폰할인가 21240원
27900,0,ALL,27900,32,ALL,[크리넥스]베이비 입체마스크 10PX5팩/유아마스크/36개월이하
36900,44,ALL,36900,33,ALL,[에시앙]에시앙 부스터 이유식의자 아기의자
9900,70,ALL,9900,34,ALL,[리바디]리바디 데일리요가복/레깅스/ 베스트 아이템 모음전
26660,1,ALL,26660,35,ALL,[위드맘]스마일배송 바른목장 원유 위드맘 2단계 750g 1캔
7900,69,ALL,7900,36,ALL,[팬콧키즈]신학기 아동 실내화 덧신 EVA 유아 키즈 초등
13900,50,ALL,13900,37,ALL,블랙라벨 오렌지 퓨어스펙 20과 (중소과/개당160g내외)
33900,0,ALL,33900,38,ALL,[맥스드라이]하기스 맥스드라이팬티 4단계 공용 38PX2팩
45000,10,ALL,45000,39,ALL,[에그머니](카드가능)(에그머니) 온라인 게임상품권 5만원
54640,10,ALL,54640,40,ALL,유귀열 유귀열의 The귀한 도가니탕 600g x10팩 +1팩
21900,58,ALL,21900,41,ALL,[에시앙]유아 의자 P에디션 카트+핸들
21450,2,ALL,21450,42,ALL,(행사상품)N 동서식품_맥심모카골드믹스_230T 2760G 
10900,69,ALL,10900,43,ALL,글램공감/브라1+팬티2/속옷세트/A~D컵/빅사이즈
9900,70,ALL,9900,44,ALL,[베베쥬]봄 신상/신학기룩/봄 맞이/핫 트렌드룩
19900,0,ALL,19900,45,ALL,[폴로]폴로랄프로렌 남성 와플 긴팔 티셔츠 7종 택1
21900,33,ALL,21900,46,ALL,[오뚜기밥]맛있는 오뚜기밥 210g 24개
17900,69,ALL,17900,47,ALL,[팬콧키즈]20+7%쿠폰 주니어 상하복 팬츠 티셔츠 바지 의류
7900,30,ALL,7900,48,ALL,[Gfresh]국산 찰흑미 500gx3개 소포장 2020년산
60000,0,ALL,60000,49,ALL,(책읽는곰) 작가별 베스트 온라인 도서전
14900,40,ALL,14900,50,ALL,[베이비베이비]베이비베이비 아기물티슈 트윙클120매 20팩 캡형
30900,33,ALL,30900,51,ALL,[쵱선생]노르웨이 슈페리어급 냉장 생연어 1kg/ 25900원 쿠폰가
69500,36,ALL,69500,52,ALL,제이와이북스 노부영 에릭칼 보드북 8종
9500,50,ALL,9500,53,ALL,무안 박진우님의 고구마 2kg 특상중 꿀고구마
15900,30,ALL,15900,54,ALL,[Gfresh]청정우 차돌박이 (3초구이 샤브용) 250gX3팩
16900,52,ALL,16900,55,ALL,[크리넥스]크리넥스 실크소프트 250매X3입X3팩 /곽티슈
12900,70,ALL,12900,56,ALL,스위트바니 봄신상 롱원피스/맨투맨/후드/빅사이즈
28900,69,ALL,28900,57,ALL,[베베숲]아기물티슈 프리미어 캡70매 20팩
12900,67,ALL,12900,58,ALL,[폴햄]폴햄 티셔츠/셔츠 외 이너모음
179600,0,ALL,179600,59,ALL,[인텔]INTEL 코어10세대 i5-10400F 정품박스 컴퓨존
189880,5,ALL,189880,60,ALL,(레이첼) 사계절 웃는 코끼리 시리즈 1~23권세트
16900,19,ALL,16900,61,ALL,[켈로그]켈로그 그래놀라 3종(블루베리+크렌베리+현미)
22680,0,ALL,22680,62,ALL,추억의국민학교떡볶이  떡볶이 7종 골라담기
20900,50,ALL,20900,63,ALL,[Gfresh]부산 영성방 칠리 새우 1kg/ 500g(새우+소스) x2봉
34800,20,ALL,34800,64,ALL,[맥심]모카골드 커피믹스 160T+160T +에코백 증정
25900,0,ALL,25900,65,ALL,[일리윤]일리윤 세라마이드아토로션 350ml 3개
29900,0,ALL,29900,66,ALL,[풀무원]풀무원 올바른핫도그 40개 외 모짜렐라핫도그 혼합구
9900,70,ALL,9900,67,ALL,[삠뽀요]봄신상특가12%+베페추가쿠폰 상하복/원피스/가디건
8900,68,ALL,8900,68,ALL,[메디플라워]곡물 페이셜 폼클렌징/클렌징폼 150mlx5개/할인특가
15900,0,ALL,15900,69,ALL,[노브랜드]코카콜라 코크제로 190ml캔 30입
14900,50,ALL,14900,70,ALL,[페리오]치약 뉴후레쉬 알파치약 170g 10+10개
24000,0,ALL,24000,71,ALL,씨투엠 도형 학습지 플라토 S1~S4권 세트(전4권)
15900,30,ALL,15900,72,ALL,[Gfresh]청정우 우삼겹 3초구이 샤브용 300gX3팩
8900,69,ALL,8900,73,ALL,[키스포]주니어 봄 신상 오픈 초등팬츠 실내복 8900~ 상하복
8900,40,ALL,8900,74,ALL,[Gfresh]대구 북성로 연탄불고기 300Gx2팩
47500,5,ALL,47500,75,ALL,[구글플레이](카드가능) 기프트코드 5만원 / 구글 기프트카드
18900,33,ALL,18900,76,ALL,강원도 곤드레 비벼요 고소한맛   85g X 10봉 (10인분)
38100,6,ALL,38100,77,ALL,[envy][고당도]씻어나온 프리미엄 ENVY(엔비) 사과 총 4.4kg(2.2kg 2box)
42200,36,ALL,42200,78,ALL,씨투엠에듀 플라토주머니 평면도형+입체도형(전2종)
112000,20,ALL,112000,79,ALL,(봄이아트북스)공룡 대발이 생활동화 50권세트(만나요편)
49360,38,ALL,49360,80,ALL,(쿠폰특가)스마일북스-베스트차일드애플12 베스트차일드애플1 단품구매
10900,42,ALL,10900,81,ALL,[에시앙]유아 의자 P에디션 트레이
44500,11,ALL,44500,82,ALL,[아웃백스테이크하우스](메가박스/아웃백) 영화 외식 결합 디지털 5만원권
9900,70,ALL,9900,83,ALL,요즘에/봄신상+10%/청바지/슬랙스/면팬츠/밴딩/3XL~
14900,11,ALL,14900,84,ALL,헬스브로 칼슘 마그네슘 아연 비타민D 6개월분(180정)
19210,2,ALL,19210,85,ALL,1+1+1 아이몽땅버블 폼폼휘핑클렌저250ml 6종
19900,33,ALL,19900,86,ALL,[Gfresh]노르웨이 고등어 160-180g x 10팩Gfresh 20%:15410원
5900,50,ALL,5900,87,ALL,ss무역 반반냄비 두가지 라면을 동시에
32900,0,ALL,32900,88,ALL,[크리넥스]크리넥스 3겹 데코소프트 33MX24롤 X2팩화장지/휴지
15900,30,ALL,15900,89,ALL,[Gfresh](GFresh)소고기 한 입에 먹는 3초 살치살 200g 3팩
42900,20,ALL,42900,90,ALL,[맥심]모카골드 커피믹스 400T  /국민커피/쿠폰가38900원
37110,0,ALL,37110,91,ALL,[인가드]인가드 국산 KF94 황사 미세먼지 마스크 대형 100매
32900,0,ALL,32900,92,ALL,[김나운더키친][김나운] 떡갈비 명작 18팩/총36장
29900,38,ALL,29900,93,ALL,[에시앙]아기의자 전용  크라운2종 (베개+라이너)
57430,2,ALL,57430,94,ALL,(행사상품)[20년산]The Plus 좋은쌀_20KG 포 
24000,0,ALL,24000,95,ALL,씨투엠 도형 학습지 플라토 B1~B4권 세트(전4권)
24000,0,ALL,24000,96,ALL,씨투엠 도형 학습지 플라토 A1~A4권 세트(전4권)
30910,2,ALL,30910,97,ALL,[베베숲]베베숲 시그니처 그린 70매 캡 20팩
31900,50,ALL,31900,98,ALL,[미센스]최대22%쿠폰 미센스 S/S NEW + F/W 인기상품모음
40900,20,ALL,40900,99,ALL,[맥심]맥심 화이트골드 커피믹스 400T : 쿠폰가 36900원~
15900,69,ALL,15900,100,ALL,[슈퍼대디]슈퍼대디x미피 제로 물티슈 캡형 80매10팩(55g)
17900,0,ALL,17900,101,ALL,국내산 착한가격 KF94 마스크 100매 대형 개별포장
8900,36,ALL,8900,102,ALL,[에시앙]모데즈 유모차 목쿠션 (카시트겸용)
24000,0,ALL,24000,103,ALL,씨투엠 도형 학습지 플라토 P1~P4권 세트(전4권)
13900,42,ALL,13900,104,ALL,[피죤]피죤 섬유유연제 3100ml 옐로미모사 4개
19650,10,ALL,19650,105,ALL,[반기수라] 두툼한 손질갈치 8팩 16토막 1.6kg (1팩 200g/2토막)
12900,50,ALL,12900,106,ALL,[Gfresh]착한떡 제주해풍쑥개떡 당일출고 1kg + 1kg  총 2kg
16930,6,ALL,16930,107,ALL,[키즈마루]국산 3중 비말차단 마스크  300매 KF-AD MB필터 마스크
13900,44,ALL,13900,108,ALL,[아이러브베베]아이러브베베물티슈핑크100매캡형X20팩
25350,0,ALL,25350,109,ALL,[버드시아]프리미엄 신생아욕조  (유아욕조/목욕통/아기욕조)
20200,0,ALL,20200,110,ALL,무형광 미쁘 핸드타올 2겹5000매 페이퍼타올 핸드타월
24000,0,ALL,24000,111,ALL,씨투엠 도형 학습지 플라토 C1~C4권 세트(전4권)
41400,5,ALL,41400,112,ALL,(동양북스) 국어 속 한자 1~3권 세트
9800,10,ALL,9800,113,ALL,[백산수]백산수 2L 12병/생수전문배송
39900,0,ALL,39900,114,ALL,KF94 국산 순풍 마스크 100매 식약처인증 의약외품
32900,23,ALL,32900,115,ALL,[비타500]비타500 칼슘 100ml 10입 x 10개 총 100병
42900,0,ALL,42900,116,ALL,10%할인 팽현숙 옛날순대국(육수X11팩+국밥고기X3팩+순대X5팩+양념고춧가루+
39900,0,ALL,39900,117,ALL,화통한직화닭발세트(직화무뼈닭발150g 8팩+마늘근위볶음180g 1팩)
29500,4,ALL,29500,118,ALL,CJ제일제당  비비고 만두 총 10봉 (왕교자/김치왕교
216500,9,ALL,216500,119,ALL,마더스카페 해리포터 1-4부세트(전10권)+해리포터5-7부세트(전13권) (전23권)
15900,69,ALL,15900,120,ALL,[순수한면](골라담기)순수한면 ZERO 생리대 x 3+3팩
28900,68,ALL,28900,121,ALL,[헬로]헬로 순수 3겹 천연펄프 화장지 30m 30롤 3팩 특가행사
9900,16,ALL,9900,122,ALL,[도루코]뉴베이직 식도세트 2-2호 식도+과도/칼세트/ed01
33000,4,ALL,33000,123,ALL,(동양북스) 슈퍼파워 그림한자 1~3권 세트
12900,69,ALL,12900,124,ALL,쇼인더룸 9900특가 봄신상/티셔츠/맨투맨/팬츠/원피스
21470,1,ALL,21470,125,ALL,제니튼 닥터제니 저불소 어린이 무불소 베이비치약 4개 여행용 4개
11900,33,ALL,11900,126,ALL,엄마애바다 세지리멸치 1.5kg 2021년 볶음용 햇멸치
44570,4,ALL,44570,127,ALL,미국 칼로스쌀 20kg (10kg+10kg)/ 이쌀이다
62210,3,ALL,62210,128,ALL,[닌텐도]스위치 슈퍼마리오 3D 월드 + 퓨리월드 우체국택배발송
32900,20,ALL,32900,129,ALL,[맥심]화이트골드 커피믹스 160Tx2 +런치백증정
9700,67,ALL,9700,130,ALL,NEW땡큐 화장지 (30롤 x 2팩) / 3겹 두루마리 휴지
67500,10,ALL,67500,131,ALL,[코오롱스포츠]안전화 KG-60 와이드토캡 다이얼락 건설화 작업화
35050,1,ALL,35050,132,ALL,갤러리아   기획  피터씨마켓 가시제로고등어 900g X 3
27900,12,ALL,27900,133,ALL,헬스브로 칼슘 마그네슘 아연 비타민D 12개월(360정)
31900,0,ALL,31900,134,ALL,[풀무원]풀무원  모짜렐라 핫도그(치즈 소시지) 30입 세트
10900,50,ALL,10900,135,ALL,[Gfresh]담터 꿀유자차A 1kgX2개 (안전포장) 쿠폰가 8210원~
24000,0,ALL,24000,136,ALL,씨투엠 도형 학습지 플라토 D1~D4권 세트(전4권)
6900,70,ALL,6900,137,ALL,봄신상 밴딩팬츠/슬랙스/부츠컷/통바지/빅사이즈~4XL
15000,50,ALL,15000,138,ALL,[토니모리]ONLY 이베이X토니모리 마스크팩 기획전 외 UP TO 60%
7300,50,ALL,7300,139,ALL,델몬트드링크 오렌지 190mlx24팩    (쿠폰가)   5500원
39680,38,ALL,39680,140,ALL,Zak Zoo 시리즈 8종세트 (Book+CD)
11900,50,ALL,11900,141,ALL,국내산  미인 닭갈매기살 250g 3개/소금구이/닭목살
9900,69,ALL,9900,142,ALL,{니트모아}  롱가디건/니트/폴라/원피스/빅사이즈
12500,21,ALL,12500,143,ALL,[하늘보리]하늘보리 1.5L x 12입
26520,0,ALL,26520,144,ALL,[베비언스]베비언스 킨더밀쉬 1단계 200ml 24입
19900,16,ALL,19900,145,ALL,[GNM자연의품격]칼슘 마그네슘 아연 비타민D 2통/6개월분
10900,50,ALL,10900,146,ALL,[네이처리퍼블릭]1+1 캘리포니아 알로에 보송 선스틱/선크림 + 사은품
18900,20,ALL,18900,147,ALL,[풀무원]탱글소시지 철판볶음밥 10인분(240gx10개)
28500,5,ALL,28500,148,ALL,[구글플레이](카드가능) 기프트코드 3만원 / 구글 기프트카드
42900,20,ALL,42900,149,ALL,[맥심]맥심 모카골드 커피믹스 400T : 쿠폰가 38900원~
22900,69,ALL,22900,150,ALL,[깨끗한나라]순수브라운 3겹 화장지 27m 30롤 2팩 (특가)
24900,64,ALL,24900,151,ALL,[포레스트스토리]B7 약산성 탈모 샴푸 2+1 / 1000ml+1000ml+250ml
26900,57,ALL,26900,152,ALL,[삼성물산]삼성 프리미엄 그린 A4 복사용지 A4용지 75g 2BOX
10900,0,ALL,10900,153,ALL,[과일나라]진주펄 염색약 3개 /12종 컬러 염색/새치/탈색약
448000,4,ALL,448000,154,ALL,[삼성전자]노트북 플러스2 NT550XDZ-AD1AW 최종 42만 인강 사무용
11500,67,ALL,11500,155,ALL,[Tiss]티스 미세모칫솔 4Px5팩 (총20P)
49360,38,ALL,49360,156,ALL,(쿠폰특가)스마일북스-베스트차일드애플12 베스트차일드애플2 단품구매
7900,69,ALL,7900,157,ALL,[밀크마일]BEST 상하복/원피스/가디건 外 새학기맞이 특가
21900,8,ALL,21900,158,ALL,KF94 국산 마스크 100매 식약처인증 의약외품 개별포장
10900,33,ALL,10900,159,ALL,광천김 카카오 삼각김밥김 본품20매(삼각틀)+리필50매
22400,63,ALL,22400,160,ALL,[나이키]신학기 학생가방 백팩/가방 나이키/아디다스 특가전
32600,7,ALL,32600,161,ALL,업계를 리드하는 기업 3SK택배박스
20300,0,ALL,20300,162,ALL,[아가방]아가방 봄 에단트레이닝상하(YELLOW)_01N55300387
13900,33,ALL,13900,163,ALL,[Gfresh]바다내음 통통 활멍게 2Kg / 20% 쿠폰가 10770원
11700,2,ALL,11700,164,ALL,쫄깃하고 담백한 소문난 뽕잎 편육 300g x 2
13230,51,ALL,13230,165,ALL,[베베앙]베베앙 아기물티슈  시그니처 대용량 100매 캡형 10팩
29900,13,ALL,29900,166,ALL,[HP]HP A4 복사용지(A4용지) 80g 2500매 2BOX
24700,50,ALL,24700,167,ALL,[베베숲]시그니처 블루 70매 캡 15팩
25900,21,ALL,25900,168,ALL,[Gfresh]미스타셰프 육개장 600g 9팩/5.4kg/간편조리/맛집
27200,0,ALL,27200,169,ALL,[파스퇴르]파스퇴르 올곧게 만든 위드맘 100일 750g 1캔
20500,30,ALL,20500,170,ALL,[동원에프앤비]동원 인포켓 치즈 오리지널 (스트링치즈) 20g x 40개
67410,10,ALL,67410,171,ALL,[예가정성][농협]예산 특등급 삼광미 총 20kg (10kg+10kg)
54710,8,ALL,54710,172,ALL,[덴티스테]프리미엄 치약 덴티스테 11종
48000,9,ALL,48000,173,ALL,[시공주니어]시공주니어 하이에나 패밀리 (전4권)
47200,20,ALL,47200,174,ALL,[아이더](대구신세계)DMM19173  아이더  ROSEON (로세온) 남성 자켓 [19SS]
99000,17,ALL,99000,175,ALL,[톨스토이]New 꿈틀꿈틀 자연관찰 전84권 : 씽씽펜별매 평생소장 가치있는 자연관찰 끝판왕
6900,70,ALL,6900,176,ALL,[이너리즘]1+1 노와이어 심리스 끈브라탑 2장 노라인 끈브라탑
9900,70,ALL,9900,177,ALL,월튼키즈 봄신상/신학기룩/상하복/티셔츠/원피스外
17900,10,ALL,17900,178,ALL,[퍼펙트바이오틱스]퍼펙트바이오틱스 슈퍼 프로바이오틱스 19 6박스
29900,30,ALL,29900,179,ALL,[아침농산]국산 농부의아침 쌀10kg  2020년산 햅쌀
5900,69,ALL,5900,180,ALL,[트라이]여성팬티 5매/여자/여성/속옷/미디/맥시/위생/삼각/면
10710,10,ALL,10710,181,ALL,국내생산 브이비 MB필터 마스크 블랙 100매 (10x10)
22900,0,ALL,22900,182,ALL,[풀무원]풀무원 노엣지피자/얇은피만두 골라담기+(얇피트레이증정)
85500,33,ALL,85500,183,ALL,Easy/Subject/insight Link/각 단계별 3권구성 선택
15900,16,ALL,15900,184,ALL,한돈 떡갈비  (총 20장 1.4kg) 한우와 한돈의 조합
27000,10,ALL,27000,185,ALL,[에그머니](카드가능)(에그머니) 온라인 게임상품권 3만원
41600,55,ALL,41600,186,ALL,[더블에이]직배송 더블에이 A4용지 복사용지 80g 4000매(2박스)
59800,0,ALL,59800,187,ALL,[에이블루]커블체어 와이더 바른자세교정 서포트체어
26100,13,ALL,26100,188,ALL,[커피빈](커피빈) 모바일교환권 3만원권
27900,13,ALL,27900,189,ALL,[HP]HP A4 복사용지(A4용지) 75g 2500매 2BOX
33900,0,ALL,33900,190,ALL,[파스퇴르]파스퇴르 유기농 우유 125mL 24입 X2 (48입)
32890,2,ALL,32890,191,ALL,[JVR](1+1) 모노아이 스텐텀블러 350ml 어린이 스텐물병
59900,0,ALL,59900,192,ALL,방송에서만  린튼  호텔식 인생 베개솜5+커버5 세트
30900,36,ALL,30900,193,ALL,[에시앙]아기의자 전용  모데즈 2종세트 (디자인선택)
69000,0,ALL,69000,194,ALL,라씨엔토 울블렌디드 체크 테일러드 코트
13900,50,ALL,13900,195,ALL,[스파클]스파클생수 2L 30병
14140,6,ALL,14140,196,ALL,무료배송 페이퍼맥스 고양이 종이컵 2000개/1박스
16900,50,ALL,16900,197,ALL,[팬콧키즈]20%쿠폰 팬콧키즈 맨투맨/셋업/레깅스/원피스
6900,70,ALL,6900,198,ALL,[가나양말]남자 여자 발목 양말 뮬 블로퍼 덧신 페이크삭스
15900,33,ALL,15900,199,ALL,[오동통면]오동통면 8팩 맛남의광장 한정판
6900,68,ALL,6900,200,ALL,샤샤 아르간오일 헤어세럼 200ml(+행사중)
46500,7,e쿠폰/티켓,46500,1,ALL,[컬쳐랜드문화상품권](카드가능)(컬쳐랜드) 문화상품권 5만원 /온라인 전용
27900,7,e쿠폰/티켓,27900,2,ALL,[컬쳐랜드문화상품권](카드가능)(컬쳐랜드) 문화상품권 3만원 /온라인 전용
97000,3,e쿠폰/티켓,97000,3,ALL,[롯데상품권](롯데백화점) 롯데모바일상품권 10만원권/실시간 발송
95000,5,e쿠폰/티켓,95000,4,ALL,[구글플레이](카드가능) 기프트코드 10만원 / 구글 기프트카드
47000,6,e쿠폰/티켓,47000,5,ALL,[해피머니](카드가능)(해피머니) 온라인상품권 5만원
44500,11,e쿠폰/티켓,44500,6,ALL,[아웃백스테이크하우스](메가박스/아웃백) 영화 외식 결합 디지털 5만원권
47500,5,e쿠폰/티켓,47500,7,ALL,[구글플레이](카드가능) 기프트코드 5만원 / 구글 기프트카드
45000,10,e쿠폰/티켓,45000,8,ALL,[에그머니](카드가능)(에그머니) 온라인 게임상품권 5만원
28500,5,e쿠폰/티켓,28500,9,ALL,[구글플레이](카드가능) 기프트코드 3만원 / 구글 기프트카드
9500,5,e쿠폰/티켓,9500,10,ALL,[구글플레이](카드가능) 기프트코드 1만원 / 구글 기프트카드
49000,2,e쿠폰/티켓,49000,11,ALL,[에쓰오일](S-OIL) 모바일주유권 5만원권
28200,6,e쿠폰/티켓,28200,12,ALL,[해피머니](카드가능)(해피머니) 온라인상품권 3만원
31430,7,e쿠폰/티켓,31430,13,ALL,(투썸플레이스) 스트로베리 초콜릿 생크림
190000,5,e쿠폰/티켓,190000,14,ALL,[구글플레이](카드가능) 기프트코드 20만원 / 구글 기프트카드
48500,3,e쿠폰/티켓,48500,15,ALL,[롯데상품권](롯데백화점) 모바일상품권 5만원권
46870,0,e쿠폰/티켓,46870,16,ALL,[컬쳐랜드문화상품권]카드/핀번호/컬쳐랜드상품권/도서문화/해피머니5만원
27000,10,e쿠폰/티켓,27000,17,ALL,[에그머니](카드가능)(에그머니) 온라인 게임상품권 3만원
48950,2,e쿠폰/티켓,48950,18,ALL,[에쓰오일](S-OIL) 모바일 주유권 5만원권/실시간발송
14250,5,e쿠폰/티켓,14250,19,ALL,[구글플레이](카드가능) 기프트코드 1만 5천원 / 구글 기프트카드
27600,8,e쿠폰/티켓,27600,20,ALL,[아웃백스테이크하우스](아웃백/빕스) Pays외식/카페 결합 금액권 3만원권
47250,5,e쿠폰/티켓,47250,21,ALL,[컬쳐랜드문화상품권](카드가능)(컬쳐랜드)(PIN발송) 온라인상품권 5만원
4750,5,e쿠폰/티켓,4750,22,ALL,[구글플레이](카드가능) 기프트코드 5천원 / 구글 기프트카드
28500,5,e쿠폰/티켓,28500,23,ALL,[GS수퍼마켓](GS THE FRESH)금액상품권3만원
26100,13,e쿠폰/티켓,26100,24,ALL,[커피빈](커피빈) 모바일교환권 3만원권
28500,5,e쿠폰/티켓,28500,25,ALL,[컬쳐랜드문화상품권](편의점통합) 모바일금액권 3만원/ 캐쉬충전불가
97500,2,e쿠폰/티켓,97500,26,ALL,[홈플러스](홈플러스) 홈플러스 상품권 모바일 교환권 10만원권
29400,2,e쿠폰/티켓,29400,27,ALL,[에쓰오일](S-OIL) 모바일주유권 3만원/ 실시간발송/ 주유상품권
49000,2,e쿠폰/티켓,49000,28,ALL,[에쓰오일](S-OIL) 모바일주유권 5만원/ 실시간발송/ 주유상품권
10000,0,e쿠폰/티켓,10000,29,ALL,[컬쳐랜드문화상품권](카드가능)(컬쳐랜드) 온라인문화상품권 1만원권
24750,25,e쿠폰/티켓,24750,30,ALL,[SK텔레콤](SK텔레콤) T데이터쿠폰 5GB
9600,4,e쿠폰/티켓,9600,31,ALL,[맥도날드](맥도날드) 디지털 1만원권
30000,0,e쿠폰/티켓,30000,32,ALL,[파리바게뜨]파바 NEW 모바일 3만원권
94900,0,e쿠폰/티켓,94900,33,ALL,[신세계상품권]신용카드/현대/롯데/신세계백화점상품권/10만원
8700,13,e쿠폰/티켓,8700,34,ALL,[커피빈](커피빈) 모바일교환권 1만원권
142500,5,e쿠폰/티켓,142500,35,ALL,[구글플레이](카드가능) 기프트코드 15만원 / 구글 기프트카드
48500,3,e쿠폰/티켓,48500,36,ALL,[쿠우쿠우](쿠우쿠우) 기프티카드 5만원권
30000,0,e쿠폰/티켓,30000,37,ALL,[배스킨라빈스](배스킨라빈스) 모바일 3만원권
26000,0,e쿠폰/티켓,26000,38,ALL,[배스킨라빈스](배스킨라빈스) 골라 먹는 와츄원
9500,5,e쿠폰/티켓,9500,39,ALL,[컬쳐랜드문화상품권](편의점통합) 모바일금액권 1만원/ 캐쉬충전불가
269000,61,e쿠폰/티켓,269000,40,ALL,[로제타스톤]뉴 로제타스톤 (1번 구매로) 24개 언어 무제한 평생 학습권
1000,0,e쿠폰/티켓,1000,41,ALL,[컬쳐랜드문화상품권](카드가능)(컬쳐랜드) 온라인문화상품권 1천원권
4750,5,e쿠폰/티켓,4750,42,ALL,[컬쳐랜드문화상품권](카드가능)(컬쳐랜드) 문화상품권5천원권(ID바로충전)
29400,2,e쿠폰/티켓,29400,43,ALL,[에쓰오일](S-OIL) 모바일주유권 3만원권
5000,0,e쿠폰/티켓,5000,44,ALL,[스타벅스](스타벅스) 망고 패션 후르츠 블렌디드 Tall
29100,3,e쿠폰/티켓,29100,45,ALL,[쿠우쿠우](쿠우쿠우) 기프티카드 3만원권
28800,4,e쿠폰/티켓,28800,46,ALL,[투썸플레이스](투썸플레이스) 모바일 3만원권
19000,5,e쿠폰/티켓,19000,47,ALL,[GS수퍼마켓](GS THE FRESH)금액상품권2만원
9200,8,e쿠폰/티켓,9200,48,ALL,[아웃백스테이크하우스](아웃백/빕스) Pays외식/카페 결합 금액권 1만원권
5500,0,e쿠폰/티켓,5500,49,ALL,[메가박스]메가박스 예매 2월 마지막주 평일 특가
26970,7,e쿠폰/티켓,26970,50,ALL,[투썸플레이스](투썸플레이스) 딸기 생크림 1호
50000,0,e쿠폰/티켓,50000,51,ALL,[파리바게뜨]파바 NEW 모바일 5만원권
19200,4,e쿠폰/티켓,19200,52,ALL,[맥도날드](맥도날드) 디지털 2만원권
67900,3,e쿠폰/티켓,67900,53,ALL,[쿠우쿠우](쿠우쿠우) 기프티카드 7만원권
50000,0,e쿠폰/티켓,50000,54,ALL,[이마트](이마트/트레이더스)이마트 모바일 5만원권
19000,5,e쿠폰/티켓,19000,55,ALL,[BBQ](BBQ) 황금올리브치킨+콜라 1.25L
5000,0,e쿠폰/티켓,5000,56,ALL,[컬쳐랜드문화상품권](카드가능)(컬쳐랜드) 온라인문화상품권 5천원권
17400,13,e쿠폰/티켓,17400,57,ALL,[커피빈](커피빈) 모바일교환권 2만원권
4650,0,e쿠폰/티켓,4650,58,ALL,(7%할인)GS25/CU/세븐일레븐 편의점 모바일상품권
1000,0,e쿠폰/티켓,1000,59,ALL,[컬쳐랜드문화상품권](카드가능)(컬쳐랜드) 문화상품권1천원권(ID바로충전)
